screen_id,route,page_widget,layout_pattern,vpc_owner_file,rules_1_6_status,l1,l2,l5,l3,exception_reason
AppRouteNames.sc218P2PDisputeDetail,'/p2p/dispute/detail/:disputeId',switch,shared_shell,features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc219P2PDisputeEvidence,'/p2p/dispute/evidence/:disputeId',switch,shared_shell,features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc220P2PDisputeResolution,'/p2p/dispute/resolution/:disputeId',switch,shared_shell,features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc246P2PEscrowDetail,'/p2p/escrow/:orderId',switch,shared_shell,features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc243P2PClaimDetail,'/p2p/insurance/claim/:claimId',switch,shared_shell,features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc228P2PMerchantProfile,'/p2p/merchant/:merchantId',switch,shared_shell,features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc216P2POrder,'/p2p/order/:orderId',switch,shared_shell,features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc214P2POrderCancel,'/p2p/order/cancel/:orderId',switch,shared_shell,features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc215P2POrderProof,'/p2p/order/proof/:orderId',switch,shared_shell,features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc213P2POrderRate,'/p2p/order/rate/:orderId',switch,shared_shell,features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc212P2POrderTimeline,'/p2p/order/timeline/:orderId',switch,shared_shell,features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc234P2PPaymentMethodOwnership,'/p2p/payment-method/ownership/:methodId',switch,shared_shell,features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc233P2PPaymentMethodVerification,'/p2p/payment-method/verification/:methodId',switch,shared_shell,features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc229P2PReportMerchant,'/p2p/report/:merchantId',switch,shared_shell,features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc407P2PTaxReportDetail,'/p2p/tax-report/detailed/:year',switch,shared_shell,features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc044PairDetail,'/pair/:pairId',PairDetailPage,direct_vpc,features/markets/presentation/pages/pair/pair_detail_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc046PairDepth,'/pair/:pairId/depth',MarketDepthPage,direct_vpc,features/markets/presentation/pages/pair/market_depth_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc045TokenInfo,'/pair/:pairId/info',TokenInfoPage,direct_vpc,features/markets/presentation/pages/research/token_info_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc289ReferralFriendDetail,'/referral/friend/:friendId',buildSurfaceAwareTabletRoute,direct_vpc,shared/layout/vit_tablet_utility_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:warn,pass,pass,pass,pass,
AppRouteNames.sc049TradePair,'/trade/:pairId',TradeTabletPage,custom_scroll,features/trade/presentation/tablet/pages/trade_tablet_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,exception:custom_scroll
AppRouteNames.sc057Futures,'/trade/:pairId/futures',_tradeTabletUtility,shared_shell,features/trade/presentation/tablet/pages/trade_tablet_utility_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc058Leverage,'/trade/:pairId/futures/leverage',_tradeTabletUtility,shared_shell,features/trade/presentation/tablet/pages/trade_tablet_utility_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc055AdvancedChart,'/trade/advanced-chart/:pairId',AdvancedChartPage,direct_vpc,features/trade_terminal/presentation/pages/tools/advanced_chart_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc077CopyAuditLog,'/trade/copy-audit-log/:copyId',CopyAuditLogPage,shared_shell,features/trade_copy/presentation/pages/safety/copy_audit_log_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc074CopyPerformance,'/trade/copy-performance/:copyId',CopyPerformancePage,shared_shell,features/trade_copy/presentation/pages/analytics/copy_performance_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc075PerformanceAttribution,'/trade/copy-performance/:copyId/attribution',PerformanceAttributionPage,direct_vpc,features/trade_copy/presentation/pages/analytics/performance_attribution_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc070CopyProviderDetail,'/trade/copy-provider/:providerId',CopyProviderDetailPage,shared_shell,features/trade_copy/presentation/pages/provider/copy_provider_detail_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc071PreCopyAssessment,'/trade/copy-provider/:providerId/assessment',PreCopyAssessmentPage,shared_shell,features/trade_copy/presentation/pages/flow/pre_copy_assessment_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc072CopyConfiguration,'/trade/copy-provider/:providerId/configuration',CopyConfigurationPage,shared_shell,features/trade_copy/presentation/pages/flow/copy_configuration_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc073CopyConfirmation,'/trade/copy-provider/:providerId/confirmation',CopyConfirmationPage,shared_shell,features/trade_copy/presentation/pages/flow/copy_confirmation_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc416ComplaintTrackingDetail,'/trade/copy-trading/complaint-tracking/:complaintId',ComplaintTrackingPage,shared_shell,features/trade_compliance/presentation/pages/complaints/complaint_tracking_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc087TraderProfile,'/trade/trader/:traderId',TraderProfilePage,direct_vpc,features/trade_copy/presentation/pages/provider/trader_profile_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc147AssetDetail,'/wallet/asset/:assetId',AssetDetailTabletPage,shared_shell,features/wallet/presentation/tablet/pages/asset_detail_tablet_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc141TransactionDetail,'/wallet/transaction/:txId',TransactionDetailTabletPage,shared_shell,features/wallet/presentation/tablet/pages/transaction_detail_tablet_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc180AdminHome,AppRoutePaths.admin,buildSurfaceAwareTabletRoute,direct_vpc,shared/layout/vit_tablet_utility_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:warn,pass,pass,pass,pass,
AppRouteNames.sc182AbTestDashboard,AppRoutePaths.adminAbtests,buildSurfaceAwareTabletRoute,direct_vpc,shared/layout/vit_tablet_utility_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:warn,pass,pass,pass,pass,
AppRouteNames.sc181AnalyticsDashboard,AppRoutePaths.adminAnalytics,buildSurfaceAwareTabletRoute,direct_vpc,shared/layout/vit_tablet_utility_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:warn,pass,pass,pass,pass,
AppRouteNames.sc183FunnelDashboard,AppRoutePaths.adminFunnels,buildSurfaceAwareTabletRoute,direct_vpc,shared/layout/vit_tablet_utility_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:warn,pass,pass,pass,pass,
AppRouteNames.sc410AdminSettings,AppRoutePaths.adminSettings,buildSurfaceAwareTabletRoute,direct_vpc,shared/layout/vit_tablet_utility_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:warn,pass,pass,pass,pass,
AppRouteNames.sc184ArenaHome,AppRoutePaths.arena,ArenaHomePage,direct_vpc,features/arena/presentation/pages/hub/arena_home_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc203ArenaBlockedUsers,AppRoutePaths.arenaBlocked,ArenaBlockedUsersPage,direct_vpc,features/arena/presentation/pages/governance/arena_blocked_users_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc207ArenaPredictionBridgeFoundation,AppRoutePaths.arenaBridge,ArenaPredictionBridgeFoundationPage,direct_vpc,features/arena/presentation/pages/bridge/arena_prediction_bridge_foundation_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc208ConnectedEcosystemProduction,AppRoutePaths.arenaEcosystem,ConnectedEcosystemProductionPage,direct_vpc,features/arena/presentation/pages/bridge/connected_ecosystem_production_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc197ArenaFlowMap,AppRoutePaths.arenaFlowMap,ArenaFlowMapPage,direct_vpc,features/arena/presentation/pages/hub/arena_flow_map_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc209ArenaGuide,AppRoutePaths.arenaGuide,ArenaGuidePage,direct_vpc,features/arena/presentation/pages/governance/arena_guide_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc194ArenaLeaderboard,AppRoutePaths.arenaLeaderboard,ArenaLeaderboardPage,direct_vpc,features/arena/presentation/pages/challenge/arena_leaderboard_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc201ArenaPointsLedger,AppRoutePaths.arenaLedger,ArenaPointsLedgerPage,direct_vpc,features/arena/presentation/pages/points/arena_points_ledger_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc205MyArena,AppRoutePaths.arenaMy,MyArenaPage,direct_vpc,features/arena/presentation/pages/hub/my_arena_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc204MyArenaReports,AppRoutePaths.arenaMyReports,MyArenaReportsPage,direct_vpc,features/arena/presentation/pages/governance/my_arena_reports_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc206ArenaProductionReady,AppRoutePaths.arenaProduction,ArenaProductionReadyPage,direct_vpc,features/arena/presentation/pages/hub/arena_production_ready_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc192ArenaResolutionCenter,AppRoutePaths.arenaResolution,ArenaResolutionCenterPage,direct_vpc,features/arena/presentation/pages/governance/arena_resolution_center_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc198ArenaSafetyCenter,AppRoutePaths.arenaSafety,ArenaSafetyCenterPage,direct_vpc,features/arena/presentation/pages/governance/arena_safety_center_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc185ArenaStudio,AppRoutePaths.arenaStudio,ArenaStudioPage,direct_vpc,features/arena/presentation/pages/studio/arena_studio_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc188ArenaGovernanceGate,AppRoutePaths.arenaStudioGovernance,ArenaGovernanceGatePage,direct_vpc,features/arena/presentation/pages/governance/arena_governance_gate_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc187ArenaPresetLibrary,AppRoutePaths.arenaStudioPresets,ArenaUniversalPresetLibraryPage,direct_vpc,features/arena/presentation/pages/studio/arena_universal_preset_library_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc186ArenaSmartRules,AppRoutePaths.arenaStudioSmartRules,ArenaSmartRuleBuilderPage,direct_vpc,features/arena/presentation/pages/studio/arena_smart_rule_builder_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc195VerifiedChallenges,AppRoutePaths.arenaVerified,VerifiedChallengesPage,direct_vpc,features/arena/presentation/pages/challenge/verified_challenges_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc004TwoFaSetup,AppRoutePaths.auth2faSetup,surfacePage,direct_vpc,features/auth/presentation/phone/pages/two_fa_setup_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc005ForgotPassword,AppRoutePaths.authForgotPassword,surfacePage,direct_vpc,features/auth/presentation/phone/pages/forgot_password_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc001Login,AppRoutePaths.authLogin,surfacePage,direct_vpc,features/auth/presentation/phone/pages/login_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc003Otp,AppRoutePaths.authOtp,switch,direct_vpc,features/auth/presentation/phone/pages/otp_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc002Register,AppRoutePaths.authRegister,surfacePage,direct_vpc,features/auth/presentation/phone/pages/register_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc006ResetPassword,AppRoutePaths.authResetPassword,surfacePage,direct_vpc,features/auth/presentation/phone/pages/reset_password_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc322CrossModuleAnalytics,AppRoutePaths.crossModuleAnalytics,buildSurfaceAwareTabletRoute,direct_vpc,shared/layout/vit_tablet_utility_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:warn,pass,pass,pass,pass,
AppRouteNames.sc169Dca,AppRoutePaths.dca,DCAPage,direct_vpc,features/dca/presentation/pages/hub/dca_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc176DcaBacktester,AppRoutePaths.dcaBacktester,DCABacktesterPage,direct_vpc,features/dca/presentation/pages/research/dca_backtester_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc175DcaDynamicAmount,AppRoutePaths.dcaDynamicAmount,DCADynamicAmountPage,direct_vpc,features/dca/presentation/pages/research/dca_dynamic_amount_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc177DcaMultiAsset,AppRoutePaths.dcaMultiAsset,DCAMultiAssetPage,direct_vpc,features/dca/presentation/pages/portfolio/dca_multi_asset_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc178DcaPerformanceCompare,AppRoutePaths.dcaPerformanceCompare,DCAPerformanceComparePage,direct_vpc,features/dca/presentation/pages/portfolio/dca_performance_compare_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc174DcaPortfolioOptimizer,AppRoutePaths.dcaPortfolioOptimizer,DCAPortfolioOptimizerPage,direct_vpc,features/dca/presentation/pages/portfolio/dca_portfolio_optimizer_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc170DcaRebalanceConfig,AppRoutePaths.dcaRebalanceConfig,DCARebalanceConfigPage,direct_vpc,features/dca/presentation/pages/portfolio/dca_rebalance_config_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc171DcaRebalanceDashboard,AppRoutePaths.dcaRebalanceDashboard,DCARebalanceDashboardPage,direct_vpc,features/dca/presentation/pages/portfolio/dca_rebalance_dashboard_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc173DcaScheduleAnalytics,AppRoutePaths.dcaScheduleAnalytics,DCAScheduleAnalyticsPage,direct_vpc,features/dca/presentation/pages/schedule/dca_schedule_analytics_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc172DcaScheduleConfig,AppRoutePaths.dcaScheduleConfig,DCAScheduleConfigPage,direct_vpc,features/dca/presentation/pages/schedule/dca_schedule_config_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc179DcaSmartRules,AppRoutePaths.dcaSmartRules,DCASmartRulesPage,direct_vpc,features/dca/presentation/pages/schedule/dca_smart_rules_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc401CopyTradingCardDemo,AppRoutePaths.demoCopyCard,CopyTradingCardDemo,shared_shell,features/trade_copy/presentation/pages/hub/copy_trading_card_demo.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc400DcaOverviewDemo,AppRoutePaths.devDcaOverview,buildSurfaceAwareTabletRoute,direct_vpc,shared/layout/vit_tablet_utility_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:warn,pass,pass,pass,pass,
AppRouteNames.sc399DesignSystem,AppRoutePaths.devDesignSystem,buildSurfaceAwareTabletRoute,direct_vpc,shared/layout/vit_tablet_utility_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:warn,pass,pass,pass,pass,
AppRouteNames.sc398MissingScreensShowcase,AppRoutePaths.devShowcase,buildSurfaceAwareTabletRoute,direct_vpc,shared/layout/vit_tablet_utility_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:warn,pass,pass,pass,pass,
AppRouteNames.sc327StakingEarn,AppRoutePaths.earn,StakingEarnPage,direct_vpc,features/earn_staking/presentation/pages/staking/staking_earn_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc366StakingAdvancedOrders,AppRoutePaths.earnAdvancedOrders,StakingAdvancedOrdersPage,direct_vpc,features/earn_staking/presentation/pages/staking/staking_advanced_orders_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc359StakingAnalytics,AppRoutePaths.earnAnalytics,StakingAnalyticsPage,direct_vpc,features/earn_staking/presentation/pages/staking/staking_analytics_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc379StakingApiDocumentation,AppRoutePaths.earnApiDocumentation,StakingApiDocumentationPage,direct_vpc,features/earn_staking/presentation/pages/staking/staking_api_documentation_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
